hunger,lat,lon
11,32.914843,-81.879010
19,33.234802,-82.463030
26,33.490536,-82.502800
30,33.399555,-82.656550
31,33.080965,-81.994400
30,33.200325,-82.376250
45,33.461121,-81.972650
0,33.386041,-82.090996
25,33.474136,-82.010180
4,33.417282,-82.144350
29,33.387089,-82.012370
11,33.512541,-82.094910
17,33.475936,-82.069700
0,33.386041,-82.090996
17,31.972626,-83.330820
30,32.549854,-82.569480
27,32.600622,-83.220960
13,32.556668,-83.624350
29,32.563544,-84.246100
15,32.199721,-83.913270
11,32.652313,-83.759180
25,32.309003,-83.026470
22,32.108676,-83.060060
13,32.396381,-83.168920
21,32.397039,-83.340400
31,31.950899,-83.778080
20,32.861386,-84.117320
16,32.600844,-83.245490
7,32.976548,-82.616070
23,32.427633,-83.056320
23,32.719907,-83.490500
26,32.526359,-82.933750
13,32.516865,-83.099050
20,32.193953,-83.184800
17,33.318579,-83.354320
4,32.335147,-83.745710
33,32.569122,-82.809590
7,32.632111,-83.677950
16,33.040900,-83.929410
21,32.555680,-83.886410
21,32.891499,-83.327480
10,33.003455,-83.550780
22,33.053288,-83.439020
21,32.835471,-82.707610
18,32.270314,-83.485170
22,32.094127,-82.917130
17,33.172786,-83.635540
18,32.371371,-84.182580
13,32.761500,-83.161200
33,32.630784,-83.370270
13,33.285774,-82.774900
15,33.054591,-83.785830
7,32.509384,-83.647730
21,32.699920,-82.513810
29,32.742085,-83.946460
30,32.148624,-83.880030
7,32.788484,-83.807260
23,32.875574,-83.197850
29,32.045313,-82.891600
26,32.446656,-83.934130
25,32.498727,-84.428040
20,32.003035,-83.063370
25,33.083579,-83.233970
46,33.087138,-83.224920
32,32.293293,-83.989130
19,33.319093,-83.708620
27,32.564036,-83.160190
11,32.799959,-84.005880
16,32.860031,-82.950190
19,32.329164,-84.079880
15,32.460791,-83.735410
31,32.185677,-83.763480
20,32.137020,-83.526040
14,31.951839,-83.567470
30,32.370333,-82.960910
27,32.547480,-84.100420
13,31.953407,-83.180580
21,32.702635,-84.038110
16,31.933079,-83.457220
6,32.419094,-84.284750
27,32.984529,-82.837500
12,32.046427,-82.819230
0,31.989039,-83.394574
23,33.421694,-83.614330
20,33.260235,-83.006470
17,32.594698,-83.648730
31,32.891150,-82.827750
39,32.801223,-83.066710
17,32.244730,-83.720750
21,32.091578,-83.793110
27,32.638316,-83.643320
16,33.125097,-82.810180
20,32.717320,-82.689260
9,32.912207,-84.148120
9,32.614742,-83.598290
37,32.830839,-83.635290
34,32.844872,-83.671190
41,32.799040,-83.672160
0,32.830389,-83.648552
12,32.888990,-83.722040
26,32.878304,-83.599630
14,32.730641,-83.679300
29,32.839005,-83.567490
9,32.862246,-83.786650
22,31.764663,-81.609800
15,32.129474,-81.331210
6,32.508239,-81.312800
28,31.407598,-81.390940
3,32.183211,-81.399790
13,32.172661,-81.484470
20,31.873145,-81.426760
9,32.313816,-81.390800
16,31.828575,-81.616170
0,31.868699,-81.610830
14,31.886944,-81.601090
21,31.749910,-81.758130
0,32.141974,-81.378920
16,31.788811,-81.376370
26,32.163245,-81.642110
7,32.110421,-81.245680
23,31.658252,-81.487780
12,31.906365,-81.310800
9,32.293147,-81.230060
0,31.423776,-81.270640
13,32.006672,-80.849370
10,32.390879,-81.324270
12,31.547412,-81.386200
33,32.068658,-81.092580
25,32.046143,-81.067240
19,32.043058,-81.121830
16,31.988676,-81.091160
3,32.162963,-81.172330
21,32.106705,-81.169150
0,31.971394,-81.071560
6,32.022019,-80.991930
4,31.927434,-81.042500
34,32.075806,-81.120020
14,31.986249,-81.202590
23,31.220059,-82.351330
25,31.205194,-82.375340
22,31.551458,-82.446180
20,31.573440,-83.015020
24,31.768849,-82.351980
22,31.307234,-82.257790
10,31.513511,-82.184810
17,31.676540,-82.889910
33,31.166786,-81.492130
5,31.176516,-81.380200
9,31.212705,-81.609750
20,31.260995,-81.498320
2,31.064190,-81.420720
18,31.718382,-82.735950
29,31.522042,-82.841530
21,31.464973,-82.863250
20,30.860915,-82.021940
21,31.844772,-82.598090
19,31.174700,-82.138120
13,31.320167,-81.858180
3,31.840974,-82.961370
21,31.636895,-81.908430
19,31.575166,-81.864810
11,30.804684,-81.627717
12,30.793409,-81.684280
22,31.928525,-82.693320
35,31.101953,-82.582990
33,31.496025,-82.273220
21,31.281103,-82.620100
20,31.173260,-81.972440
13,31.495983,-82.629280
12,31.670475,-82.049440
27,31.412649,-82.115541
14,31.372403,-82.107430
13,30.761081,-81.569120
15,31.515981,-82.049080
82,31.198914,-81.332211
23,31.715778,-82.197840
6,31.066479,-81.626560
26,31.144635,-81.830110
13,31.631943,-82.718290
8,31.003385,-81.795120
14,30.915778,-81.679240
39,30.807279,-83.286610
21,30.866613,-83.300780
15,30.922050,-83.253320
23,30.802411,-83.196240
20,31.133004,-83.427360
21,31.379665,-83.218030
6,31.071563,-82.652320
36,31.297883,-82.710290
25,31.003274,-83.528200
23,30.782963,-83.788820
39,31.047996,-83.391350
39,30.802821,-83.691260
49,30.963730,-82.864550
11,30.680867,-82.580280
11,30.991859,-83.364150
39,31.062818,-82.723990
32,31.055578,-83.071030
21,30.722890,-83.133020
20,31.291612,-83.453280
21,30.935087,-83.502110
19,31.199000,-83.218800
20,30.934298,-83.088410
24,31.272910,-82.833420
27,30.783639,-83.553430
31,31.070627,-83.202860
28,31.183567,-83.435590
36,30.703175,-83.025680
22,30.957421,-83.005240
19,31.375165,-83.019490
0,30.848480,-83.287753
0,30.965263,-83.193160
39,31.580774,-84.160440
37,31.552483,-84.096780
25,31.568073,-84.226440
32,32.071641,-84.219420
31,32.195361,-84.137000
18,31.836577,-83.720450
26,31.709742,-83.665190
19,31.370900,-84.129210
36,32.085491,-84.252665
15,30.890906,-83.738160
8,31.568890,-84.248211
14,31.067313,-83.622880
31,31.209854,-84.236670
11,31.592199,-83.480040
28,31.959367,-83.960280
17,31.012042,-83.872180
20,31.930451,-84.029210
22,31.325004,-83.909370
39,31.176563,-83.588010
31,31.439212,-83.340410
28,31.720029,-83.250930
9,31.177174,-83.965550
9,30.883208,-83.912370
12,31.714526,-84.169310
15,31.983090,-84.068660
19,31.082141,-84.057670
28,31.165358,-83.771720
18,31.256287,-83.660050
2,31.723178,-83.962800
26,30.977162,-84.061500
28,31.586426,-83.275830
27,31.334062,-83.599710
16,30.966781,-83.720750
19,31.117271,-84.156780
20,32.026125,-84.393610
18,31.526584,-83.790250
19,31.767986,-83.473250
17,31.258794,-84.028970
21,31.901066,-84.250370
27,31.138011,-83.716729
5,31.484091,-83.735150
26,31.652542,-83.579340
22,31.536886,-83.860410
21,30.817654,-83.989190
13,31.485438,-83.503621
32,31.459666,-83.510830
33,31.473870,-83.664840
30,31.782466,-83.869730
15,31.621764,-83.055020
14,32.527813,-84.598220
24,32.315915,-84.522380
6,32.651617,-84.888050
25,32.285535,-84.763320
22,32.246795,-84.320080
4,32.634965,-84.801370
7,32.638885,-85.007360
28,32.577910,-84.545130
6,32.722333,-84.958030
38,32.614374,-84.445130
29,32.154164,-84.838570
17,32.030297,-84.812180
30,32.862377,-84.608790
4,32.566197,-84.841220
97,32.134200,-84.984990
13,32.867211,-84.884370
19,32.801174,-84.820380
19,32.051618,-84.534190
33,32.109225,-84.660630
12,32.803518,-84.693840
17,32.683146,-84.522430
0,32.557718,-84.739570
32,32.896166,-84.711910
10,32.698622,-84.715520
0,31.973541,-84.625220
17,32.867469,-85.137790
12,32.797475,-84.540950
42,32.471492,-84.980050
41,32.423311,-84.948790
21,32.513391,-84.977530
5,32.373490,-84.906120
32,32.468442,-84.951280
19,32.479492,-84.909420
12,32.535540,-84.925830
16,29.928691,-82.910320
9,30.421425,-81.957410
10,30.567684,-81.840510
14,30.108128,-82.725290
9,30.155229,-82.621650
23,29.787831,-81.446680
12,30.641487,-81.460920
16,29.922221,-82.714250
18,30.272356,-82.213510
11,29.972890,-81.721950
8,29.863141,-82.156230
14,30.685319,-81.930610
17,30.491893,-82.948760
28,30.581517,-83.138410
15,30.005135,-82.381030
26,30.216073,-82.639600
23,30.061174,-82.094300
24,30.421598,-83.270370
22,30.285127,-83.041060
27,30.101542,-82.503370
10,30.137620,-82.987320
15,30.267664,-82.124570
22,30.331517,-82.957151
9,30.133007,-81.779040
14,30.084849,-83.218490
12,30.074926,-81.879320
23,30.039096,-82.944810
9,30.210947,-82.436010
11,30.160965,-81.729160
8,29.979095,-81.809910
12,29.838279,-81.275174
1,29.501990,-81.600108
5,30.189934,-81.382130
7,30.070341,-82.223710
17,29.871310,-81.294640
10,29.811123,-81.309870
15,30.390734,-82.260390
18,29.937512,-82.117060
6,29.955409,-81.512840
12,30.203153,-82.814210
7,29.923718,-81.339620
24,30.366085,-82.760550
10,30.639280,-81.594420
25,29.174417,-81.563190
22,29.445826,-81.302030
30,29.425693,-81.556860
25,29.393366,-82.098050
33,29.204009,-81.036020
25,29.238606,-81.053160
15,29.210309,-81.002590
19,29.153239,-81.022290
12,29.105506,-81.086420
13,29.116361,-80.981750
11,29.080251,-81.045962
17,29.022729,-81.172169
26,29.140657,-81.344970
16,29.668112,-81.590050
13,28.982714,-80.911000
76,29.008805,-81.909445
30,29.401523,-81.836360
8,29.470330,-81.133160
11,29.581683,-81.216450
32,29.385225,-81.610520
21,29.765329,-81.856020
11,28.944915,-80.895240
25,29.656806,-81.461220
47,29.634649,-81.807430
33,29.640791,-81.886480
4,29.467357,-81.571640
11,28.930573,-81.938060
5,28.945246,-81.987609
14,29.499591,-81.223280
13,29.016897,-80.957360
5,28.998887,-80.875610
9,29.284924,-81.102960
13,29.316606,-81.056110
29,29.666218,-81.674010
26,29.071931,-81.890730
25,29.231366,-81.450950
22,29.488583,-81.608800
13,29.589748,-81.570090
28,29.556365,-81.644330
29,29.332109,-81.500080
21,29.476035,-81.663310
8,29.003387,-81.892620
28,30.328539,-81.651010
26,30.323806,-81.681740
23,30.307439,-81.720440
35,30.351006,-81.646640
20,30.294389,-81.637400
26,30.392888,-81.679330
41,30.354588,-81.691130
20,30.268572,-81.739870
20,30.333022,-81.586000
6,30.222683,-81.701650
21,30.283740,-81.583590
11,30.243540,-81.620980
14,30.449096,-81.656510
13,30.411564,-81.766530
14,30.329588,-81.808650
14,30.292631,-81.805020
11,30.230272,-81.812550
7,30.159091,-81.630730
7,30.284511,-81.470430
6,30.348585,-81.499650
8,30.453405,-81.525510
2,30.383023,-81.410490
0,30.382390,-81.436859
10,30.343407,-81.409490
12,30.226463,-81.983640
17,30.222489,-81.748940
15,30.296911,-81.522280
8,30.284641,-81.398440
31,30.336038,-81.725090
10,30.206922,-81.546040
9,30.192434,-81.605970
4,30.148209,-81.568820
4,30.092346,-81.602740
13,30.316641,-81.403080
13,30.364339,-81.590870
24,30.431283,-84.269030
20,30.486061,-84.315280
47,30.446766,-84.323940
23,30.130775,-84.406629
10,30.531677,-84.160490
5,30.514599,-84.188446
29,30.400318,-84.348030
6,30.403146,-84.188410
6,30.554434,-84.259790
4,30.479347,-84.346204
14,29.718770,-85.027040
17,30.360070,-84.976680
15,29.912584,-84.640700
80,29.879559,-84.601340
37,30.687983,-84.821800
11,30.194939,-84.355330
17,29.825252,-84.892470
30,30.571364,-84.743460
29,30.442203,-83.651120
33,30.616479,-84.662920
17,30.607352,-84.413760
9,30.381958,-84.777670
21,30.416739,-83.823900
27,30.476181,-83.403030
9,30.494878,-84.462590
12,30.530854,-83.880170
12,29.983931,-84.387980
14,30.080602,-83.581190
13,29.966454,-83.659371
26,30.594145,-83.325450
27,30.573563,-84.614700
13,30.665715,-84.753630
23,30.162414,-84.209230
0,29.900822,-83.420880
10,30.029899,-84.505950
12,29.673459,-83.384160
5,30.357761,-83.988820
24,30.161901,-85.652970
4,30.068188,-85.609750
14,30.188585,-85.563920
18,30.195424,-85.664580
10,30.196771,-85.812790
15,30.154621,-85.763670
14,30.330553,-85.654130
10,29.945008,-85.414610
10,30.252616,-85.904130
30,30.641154,-85.375420
11,30.540300,-85.182290
13,30.959504,-85.056440
12,30.420070,-85.072990
22,30.838337,-85.674950
34,30.955359,-85.382880
32,30.821603,-85.806000
17,30.636228,-85.577500
14,30.438819,-85.243810
16,30.779196,-85.393710
0,30.713868,-85.077900
29,30.747244,-86.146650
18,30.603777,-86.121110
59,30.443152,-85.880790
36,30.488955,-85.416730
12,30.482838,-86.167500
16,30.935306,-85.521710
13,30.698517,-85.016190
20,30.860528,-85.111420
10,30.239849,-85.645770
12,30.961401,-85.169190
16,30.804698,-85.220600
0,30.759353,-85.257120
28,30.675635,-85.232830
1,30.283088,-85.218920
25,30.657214,-85.960350
12,29.846517,-85.327920
5,30.361248,-86.187590
13,30.735645,-84.945630
0,30.252531,-85.942389
18,30.563809,-85.823570
38,30.631345,-85.589810
29,30.892936,-85.939880
14,30.045471,-85.228220
7,30.373845,-85.528910
27,30.420997,-87.223050
26,30.474288,-87.225691
17,30.447997,-87.207270
14,30.487870,-87.189370
19,30.441994,-87.254720
17,30.408807,-87.319190
13,30.360887,-87.334510
1,30.355477,-87.290350
0,30.464324,-87.340262
0,30.614280,-87.275772
13,30.527195,-87.214850
8,30.479002,-87.319960
15,30.875200,-86.686070
8,30.600993,-87.319790
15,30.526345,-87.277340
6,30.969066,-87.306040
11,30.760184,-86.585330
14,30.757479,-86.510880
7,30.391795,-86.433800
6,30.457156,-86.550810
3,30.464755,-86.646430
13,30.447248,-86.621130
18,30.414932,-86.619920
8,30.381934,-86.359508
9,30.375469,-87.090130
7,30.659159,-87.049720
8,30.717437,-86.770750
5,30.902015,-87.132670
10,30.435069,-86.890250
15,30.945123,-86.437490
17,30.878449,-87.478610
12,30.409902,-86.714970
14,30.709690,-87.010980
9,30.627637,-87.167240
7,30.743945,-87.348720
6,30.500901,-86.453350
9,30.444975,-86.573310
11,30.507047,-86.497020
15,30.581490,-87.001780
43,29.653195,-82.324400
30,29.653145,-82.346900
11,29.676006,-82.368890
8,29.681426,-82.415020
32,29.646189,-82.396580
30,29.611545,-82.394100
28,29.713911,-82.295910
0,29.681312,-82.353862
14,29.801949,-82.488720
35,29.790674,-82.493510
19,29.315961,-82.100920
19,29.517277,-82.545180
25,29.764553,-82.870620
20,29.447069,-82.604520
17,29.896156,-82.303580
21,29.178171,-83.022430
29,29.453178,-82.868370
17,29.630964,-83.114800
9,29.730413,-82.097095
0,29.231843,-82.729650
16,29.601599,-82.030900
27,29.648594,-82.286210
12,29.823616,-82.604070
1,29.458513,-83.276040
13,29.735832,-82.390080
17,29.788679,-82.004210
19,29.845122,-82.398450
10,29.450353,-82.220690
24,29.733375,-82.010480
16,29.502067,-82.277750
19,29.282158,-82.517760
8,29.640613,-82.594460
25,29.643244,-82.990260
52,29.425291,-82.215800
65,29.319173,-82.779650
19,29.364039,-82.234830
26,29.330426,-83.144010
18,29.598935,-82.827520
21,29.789597,-82.162100
19,29.369207,-82.498310
28,29.931204,-82.426430
13,28.666249,-81.367960
21,29.046215,-81.640430
17,28.658395,-81.503190
14,28.665125,-81.317720
9,28.683408,-81.281510
22,28.513011,-80.994180
8,28.713173,-81.523590
10,28.888595,-81.312120
13,28.663913,-81.411120
18,29.021782,-81.333520
16,29.039757,-81.279270
14,28.902426,-81.245150
21,28.850617,-81.680340
13,28.653875,-81.343870
9,28.746588,-81.109850
9,28.893559,-81.743430
10,28.895482,-81.522800
17,28.910383,-81.187640
12,28.985274,-81.234950
8,28.758133,-81.339920
11,28.703674,-81.353840
12,28.628359,-81.359420
14,28.707648,-80.890490
10,28.786272,-81.644750
20,28.868986,-80.853740
14,28.945857,-81.305120
13,28.834172,-81.094800
12,28.656375,-81.210260
7,28.639275,-81.119060
20,29.008612,-81.501740
17,28.803979,-81.287610
17,28.769173,-81.276310
5,28.804039,-81.536890
9,28.799017,-81.731840
5,28.704874,-81.417110
15,28.564077,-80.816950
20,28.948549,-81.706210
9,28.598677,-81.355940
16,28.607077,-81.306060
19,28.623371,-80.841230
7,28.716923,-81.575400
18,28.541879,-81.374460
9,28.557579,-81.352440
12,28.577723,-81.393100
34,28.530280,-81.400890
14,28.514830,-81.360540
22,28.546897,-81.307740
27,28.576028,-81.443690
24,28.463482,-81.388140
21,28.619445,-81.426950
23,28.524930,-81.439940
15,28.493531,-81.326090
6,28.566338,-81.260818
20,28.591692,-81.247170
21,28.583103,-81.486080
10,28.463509,-81.475140
15,28.561242,-81.107350
18,28.391608,-81.473450
27,28.494931,-81.289490
14,28.410872,-81.358980
14,28.543248,-81.245600
16,28.584177,-81.186340
6,28.425221,-81.303530
15,28.542132,-81.184040
10,28.491653,-81.264360
0,28.385549,-81.505894
0,28.458149,-81.136660
7,28.395979,-81.176530
13,28.511879,-81.090780
10,28.528789,-81.478630
11,28.401151,-81.524880
11,28.385906,-81.411820
24,28.489758,-81.406250
23,28.077494,-80.619870
7,28.103191,-80.574140
11,28.073891,-80.671670
22,28.031689,-80.600140
13,28.012241,-80.677290
19,27.958982,-80.685910
12,27.950975,-80.646790
15,28.390932,-80.605010
36,28.366284,-80.741960
10,28.235092,-80.601590
14,28.392933,-80.795850
13,28.471230,-80.798870
8,28.326985,-80.611190
4,28.137443,-80.692110
16,28.139260,-80.650770
7,28.172041,-80.599570
6,28.219810,-80.694020
29,27.762118,-80.594720
7,27.929103,-80.528790
11,27.974173,-80.569860
4,28.015140,-80.535180
9,28.350373,-80.669100
16,28.396301,-80.701980
8,28.308581,-80.725580
13,27.787830,-80.482660
15,27.636828,-80.402940
11,27.582151,-80.391410
4,27.676376,-80.372480
8,27.645377,-80.514680
17,27.724801,-80.497080
7,27.594718,-80.457220
81,27.750176,-80.453640
18,27.877504,-80.514570
21,24.841814,-80.794050
24,26.051916,-80.145260
21,25.987069,-80.150040
27,25.832374,-80.278740
25,25.864773,-80.300690
27,25.860373,-80.271740
27,25.902172,-80.307320
16,25.938687,-80.318200
20,25.887983,-80.332840
13,25.895557,-80.355090
11,26.018967,-80.122310
23,26.016984,-80.149250
11,26.023634,-80.189220
17,25.989119,-80.213180
11,26.023567,-80.238510
12,25.990494,-80.273260
7,26.026700,-80.294430
7,25.981409,-80.344910
4,26.018418,-80.347980
5,26.006373,-80.402120
32,25.479438,-80.486870
12,25.526214,-80.496320
26,25.524528,-80.405210
28,25.487988,-80.426920
35,25.431506,-80.513820
17,25.457913,-80.447810
13,24.918280,-80.636760
17,25.137661,-80.407350
22,25.558428,-80.458168
12,24.567593,-81.756600
8,24.663121,-81.486940
6,24.675731,-81.343590
18,24.731758,-81.027800
0,24.723390,-81.020281
39,25.909039,-80.249450
21,25.944220,-80.277300
24,25.946754,-80.249620
25,26.232009,-80.122110
12,26.236792,-80.095940
12,26.251909,-80.210160
20,26.279108,-80.113190
14,26.272608,-80.255890
8,26.253238,-80.177990
4,26.300700,-80.227270
19,26.216060,-80.217760
14,26.228760,-80.158160
7,25.006349,-80.531390
8,26.242559,-80.265640
8,26.305433,-80.182870
4,26.301160,-80.273100
12,25.759474,-80.139070
13,25.799962,-80.317750
29,25.782176,-80.236070
23,25.777977,-80.297180
34,25.813808,-80.205800
33,25.777143,-80.202250
11,25.757227,-80.206560
30,25.768277,-80.203390
14,25.767368,-80.189300
15,25.784326,-80.187530
15,25.730678,-80.244100
11,25.753927,-80.270340
28,25.766577,-80.235760
38,25.786326,-80.202900
16,25.817325,-80.190460
26,25.853184,-80.186220
15,25.784276,-80.141260
10,25.814225,-80.130850
20,25.858573,-80.129730
35,25.812625,-80.236900
11,25.702929,-80.296420
16,25.762260,-80.308390
16,25.753177,-80.233270
5,25.720728,-80.272550
31,25.850124,-80.237730
6,25.700966,-80.161950
34,25.851974,-80.205660
11,25.881391,-80.127600
12,25.739011,-80.306850
7,25.665580,-80.306880
15,25.606583,-80.348590
3,25.637132,-80.316410
12,25.941535,-80.138610
26,25.893372,-80.181640
18,25.929571,-80.178390
17,25.734828,-80.358300
12,25.824725,-80.304760
17,25.885739,-80.232640
19,25.892185,-80.210320
18,25.942670,-80.212760
25,25.559785,-80.416640
15,25.786634,-80.361510
10,25.702429,-80.361840
14,25.763044,-80.359190
16,25.733204,-80.411970
8,25.653431,-80.359990
13,25.595983,-80.402340
13,25.837696,-80.369470
15,25.958720,-80.179410
9,25.962069,-80.144650
17,25.897372,-80.160480
8,25.781127,-80.404670
14,25.699968,-80.408110
12,25.759184,-80.407730
8,25.723173,-80.439950
10,25.662292,-80.409470
7,25.596234,-80.476500
15,25.574834,-80.346700
12,25.560710,-80.349400
14,25.700280,-80.447210
5,25.745549,-80.465100
9,25.650232,-80.459250
10,26.121114,-80.131870
20,26.137693,-80.126460
11,26.153728,-80.126060
5,26.165212,-80.113790
8,26.191111,-80.108460
19,26.185461,-80.172180
30,26.138830,-80.168650
18,26.094665,-80.179870
26,26.148613,-80.224460
21,26.067966,-80.220160
20,26.094385,-80.154220
13,26.101114,-80.129310
16,26.113664,-80.223760
14,26.183628,-80.221220
11,26.211122,-80.263100
12,26.150863,-80.272840
4,26.156854,-80.314080
10,26.110631,-80.274690
10,26.112924,-80.320970
8,26.112366,-80.376970
8,26.120134,-80.414410
8,26.062016,-80.272020
5,26.054790,-80.315810
5,26.056111,-80.363730
6,26.049367,-80.408850
18,26.182161,-80.133410
12,26.179495,-80.271830
18,26.711192,-80.060430
18,26.802139,-80.070320
24,26.782114,-80.065280
24,26.669744,-80.058500
11,26.659294,-80.091180
25,26.750991,-80.072960
7,26.840684,-80.063120
23,26.709575,-80.094430
7,26.839588,-80.088240
8,26.719596,-80.220770
6,26.795367,-80.240440
9,26.668944,-80.147210
8,26.656710,-80.253770
22,26.659344,-80.127040
22,26.715596,-80.126200
6,26.877984,-80.160520
10,26.529581,-80.082260
11,26.348354,-80.218410
39,26.685125,-80.662790
8,26.381304,-80.096230
11,26.347305,-80.085520
9,26.347711,-80.156480
7,26.382408,-80.166990
22,26.524549,-80.063210
11,26.530144,-80.104610
7,26.522249,-80.150310
56,26.900359,-80.603680
27,26.714088,-80.997300
19,26.309657,-80.095410
12,26.309757,-80.145480
22,26.460951,-80.078910
14,26.459571,-80.105820
8,26.452473,-80.165090
10,27.076516,-80.146970
8,26.928035,-80.118030
28,26.619695,-80.056760
21,26.621145,-80.089760
15,26.579714,-80.074370
17,26.609226,-80.128740
6,26.601937,-80.179210
5,26.968795,-80.099400
10,26.751094,-80.301560
17,26.844989,-81.110500
37,26.817786,-80.654250
7,26.924709,-80.081190
4,26.925835,-80.215260
7,26.715067,-80.039370
10,26.465051,-80.065170
12,26.458152,-80.135600
9,26.344955,-80.112260
6,26.409953,-80.088410
13,26.663097,-80.718270
7,26.404353,-80.162700
5,26.391346,-80.218240
20,27.764761,-82.273409
13,27.953801,-82.297480
11,27.911201,-82.294800
14,28.663132,-82.140420
18,28.654412,-81.982780
11,28.805331,-82.073710
18,28.433019,-82.197360
16,28.346914,-82.202930
23,27.987060,-82.213570
18,27.837894,-82.374070
17,28.835261,-82.148180
19,28.235313,-82.168680
15,28.234624,-82.200220
21,28.238489,-82.181913
7,28.187356,-82.316010
7,28.266580,-82.342220
6,27.788498,-82.150800
5,27.871964,-82.438841
8,28.142694,-82.466290
4,28.143377,-82.590540
5,28.157704,-82.514615
11,28.156536,-82.415275
18,28.016971,-82.128584
15,28.065552,-82.145060
12,28.013755,-82.116850
23,27.982949,-82.145390
9,27.847802,-82.317990
21,27.703801,-82.443850
8,27.771988,-82.410780
7,27.713353,-82.359650
7,28.331979,-82.288770
12,28.331186,-82.252917
14,27.987925,-82.288190
6,28.754347,-82.061260
19,28.077843,-82.298370
10,27.911226,-82.245080
17,28.568393,-82.150530
19,27.693924,-82.327580
17,27.956149,-82.457230
24,27.984198,-82.462700
24,28.016846,-82.456600
36,27.963849,-82.431930
10,27.936799,-82.469110
24,27.963798,-82.495370
15,27.943549,-82.506560
31,27.993498,-82.409140
9,27.891151,-82.505810
30,28.048595,-82.451710
32,28.077994,-82.449890
22,28.006247,-82.506320
15,28.005446,-82.577760
16,27.869251,-82.522260
26,28.039096,-82.393710
7,28.071502,-82.493920
23,27.946050,-82.375250
0,28.062961,-82.413140
4,27.855078,-82.524640
11,28.075060,-82.523550
10,28.069755,-82.557340
4,28.052799,-82.611350
5,27.920850,-82.509160
16,28.005497,-82.549360
13,28.031088,-82.605930
13,28.038324,-82.362890
9,28.127973,-82.361230
21,27.770955,-82.639310
12,27.843052,-82.644900
10,27.816977,-82.627950
7,27.796454,-82.637510
24,27.741306,-82.643490
9,27.741505,-82.751790
13,27.756505,-82.717640
10,27.811626,-82.793210
15,27.815953,-82.728650
12,27.788637,-82.722440
23,27.750655,-82.688200
23,27.745355,-82.665720
15,27.787904,-82.680390
27,27.817323,-82.676120
7,27.683010,-82.720960
11,27.874324,-82.645150
52,27.891809,-82.724763
24,27.979114,-82.781660
18,27.944631,-82.787020
10,27.980297,-82.716450
22,27.908020,-82.713650
7,28.032827,-82.725960
9,27.883118,-82.683890
14,28.001394,-82.745490
9,27.932797,-82.741150
15,27.971362,-82.744820
13,27.982722,-82.825040
17,27.916149,-82.801220
16,27.906088,-82.755300
10,27.843349,-82.793070
13,27.883188,-82.756330
13,27.885283,-82.826070
4,27.853151,-82.827120
14,27.851052,-82.761110
13,27.885344,-82.795940
19,27.839802,-82.710940
10,27.861925,-82.711450
9,27.887923,-82.847030
6,27.924748,-82.839370
23,28.041198,-81.923920
12,28.015032,-81.952060
31,28.071564,-81.958020
12,28.128494,-81.956250
11,28.106787,-82.010330
11,27.978316,-82.008410
5,27.965469,-81.922150
31,28.042948,-81.984900
20,28.068865,-81.802670
24,27.600470,-81.509320
11,27.826864,-81.532910
16,27.894991,-81.826380
20,27.613064,-81.935810
16,28.223014,-81.631310
34,28.021066,-81.618720
26,27.980380,-81.755310
17,27.743700,-81.794050
20,27.757986,-81.508800
27,28.101527,-81.623500
7,27.815882,-81.825290
38,28.260740,-81.506690
13,28.246250,-82.063580
21,28.092512,-81.727580
7,28.044641,-81.623730
24,27.293327,-81.382060
25,27.894622,-81.528240
39,28.002553,-81.618640
14,27.855686,-81.430915
26,27.397067,-81.141100
20,27.885359,-81.522998
17,27.884256,-81.976970
14,27.432764,-81.937030
13,27.768567,-81.196640
12,28.180035,-81.818630
18,27.483817,-81.421310
11,27.475288,-81.485350
22,27.541676,-81.812700
6,27.430819,-81.463297
15,27.436826,-81.355150
8,27.982891,-81.617430
20,27.997276,-81.745540
23,28.051985,-81.724570
10,27.997387,-81.682560
30,27.485551,-81.725280
14,28.252198,-81.607612
14,28.310679,-81.670264
18,27.918187,-81.493521
22,26.623650,-81.872700
17,26.698526,-81.917800
12,26.582185,-81.955280
19,26.680407,-81.748120
22,26.566053,-81.870090
10,26.502677,-81.930520
15,26.687462,-81.949680
6,26.501582,-81.828410
7,26.542097,-81.699840
9,26.579862,-82.002270
29,26.643500,-81.844180
17,26.711647,-81.865000
8,26.555958,-81.901740
8,26.711362,-81.616840
12,26.759514,-82.263510
16,26.663600,-82.141120
56,26.519415,-82.191010
6,26.425671,-81.801960
27,26.581172,-81.462020
12,26.446463,-81.932690
22,26.760476,-81.430290
22,26.588982,-81.611630
0,26.959250,-81.315680
9,26.849473,-82.286610
5,26.894448,-82.261250
10,26.984486,-82.148590
11,26.914393,-82.041060
18,26.993876,-82.098210
10,27.012758,-82.211200
13,27.024420,-82.122250
7,26.837879,-82.004030
10,26.536435,-82.091500
5,26.439608,-82.080450
21,27.052583,-81.396280
0,26.552895,-81.948610
20,26.605990,-81.702960
15,26.634332,-81.593910
9,26.983094,-82.059720
10,26.922089,-82.230920
13,26.958821,-81.951340
10,26.999486,-82.009640
15,26.630750,-81.952510
10,26.634338,-82.006740
15,26.681122,-82.013190
13,26.142938,-81.798520
8,26.191117,-81.803330
16,26.150910,-81.747700
7,26.187767,-81.768290
7,26.252711,-81.808250
7,26.240637,-81.766630
